day,month,year,prec,tmax,tmin
14,7,2013,2.31,29.47,20.72
15,7,2013,0.05,30.86,20.46
16,7,2013,1.23,31.41,20.78
17,7,2013,10.21,29.03,21.32
18,7,2013,2.15,28.53,21.32
19,7,2013,2.57,28.98,21.32
20,7,2013,5.67,26.21,20.79
21,7,2013,3.59,27.4,20.84
22,7,2013,1.84,29.13,20.22
23,7,2013,1.21,28.9,20.63
24,7,2013,1.44,29.65,21.27
25,7,2013,1.13,30.33,21
26,7,2013,0.19,30.81,21.33
27,7,2013,0,31.33,21.1
28,7,2013,0.78,31.38,21
29,7,2013,1.75,28.29,21.21
30,7,2013,0.33,30.63,20.99
31,7,2013,0,31.48,20.78
1,8,2013,1.04,31.34,20.44
2,8,2013,3.2,29.81,20.43
3,8,2013,0.83,28.46,20.9
4,8,2013,1.96,27.63,21.06
5,8,2013,0.15,29.7,20.78
6,8,2013,0.35,31.77,21.62
7,8,2013,0.05,32.9,20.69
8,8,2013,0.06,33.28,20.81
9,8,2013,0.39,33.37,20.72
10,8,2013,0.93,32.06,21.03
11,8,2013,5.74,29.5,21.4
12,8,2013,11.06,28.17,19.76
13,8,2013,2.83,29.2,18.86
14,8,2013,5.4,30.23,19.22
15,8,2013,4.16,27.81,21.11
16,8,2013,8.55,27.4,20.85
17,8,2013,1.24,29.64,21.2
18,8,2013,0.18,31.38,20.59
19,8,2013,0.46,31.5,21.22
20,8,2013,0.08,31.26,21.71
21,8,2013,0.61,29.08,20.87
22,8,2013,8.78,29.36,19.14
23,8,2013,25.4,25.65,20.41
24,8,2013,36.36,26.55,20.05
25,8,2013,10.2,27.22,20.17
26,8,2013,0.23,27.23,18.75
27,8,2013,7.84,26.45,20.19
28,8,2013,5.11,24.63,19.35
29,8,2013,2.66,27.43,18.94
30,8,2013,8.58,26.68,20.72
31,8,2013,7.92,28.74,20.49
1,9,2013,3.9,27.82,20.55
2,9,2013,5.88,27.86,20.37
3,9,2013,8.86,26.68,19.9
4,9,2013,9.63,28,20.37
5,9,2013,7.08,28.68,19.99
6,9,2013,7.65,27.59,20.89
7,9,2013,14.42,27.02,21.23
8,9,2013,12.86,26.05,20.77
9,9,2013,2.31,28.34,20.52
10,9,2013,10.27,26.61,21.15
11,9,2013,22.43,25.6,21.21
12,9,2013,11.36,25.57,20.51
13,9,2013,10.14,28.19,20.25
14,9,2013,14.62,26.02,21.07
15,9,2013,7.15,26.65,20.99
16,9,2013,3.27,26.18,20.78
17,9,2013,5.37,26.15,21.13
18,9,2013,14.22,27.03,20.49
19,9,2013,26.67,26.77,21.32
20,9,2013,3.86,26.33,21.22
21,9,2013,3.87,27.09,20.79
22,9,2013,6.2,26.61,21.23
23,9,2013,4.4,27.14,20.21
24,9,2013,3.07,27.25,20.68
25,9,2013,4.02,27.81,21.61
26,9,2013,4.59,26.56,21.41
27,9,2013,2.28,26.94,20.6
28,9,2013,5.61,27.67,20.03
29,9,2013,9.15,27.58,20.16
30,9,2013,1.51,27.8,19.8
1,10,2013,0.81,27.66,20.44
2,10,2013,20.1,26.59,20.67
3,10,2013,10.08,26.55,21.04
4,10,2013,1.52,27.58,20.38
5,10,2013,1.85,27.01,20.74
6,10,2013,5.91,27.52,21.11
7,10,2013,11.18,27.05,21.03
8,10,2013,4.3,26.81,20.36
9,10,2013,0.42,26.78,20.41
10,10,2013,1.68,26.46,21
11,10,2013,1.94,26.55,19.36
12,10,2013,1.44,27.58,20.01
13,10,2013,1.58,25.67,20.07
14,10,2013,2.56,26.46,19.37
15,10,2013,1.59,27.67,19.81
16,10,2013,1.77,28.3,21.11
17,10,2013,3.27,27.56,21.09
18,10,2013,5.22,26.41,20.76
19,10,2013,6.6,27.53,21.23
20,10,2013,7.57,25.72,20.1
21,10,2013,5.08,26.26,18.65
22,10,2013,1.94,26.8,19.27
23,10,2013,9.48,26.65,19.43
24,10,2013,3.06,26.81,20.36
25,10,2013,2.68,26.5,19.25
26,10,2013,3.49,25.15,19.65
27,10,2013,6.27,25.05,20.33
28,10,2013,2.39,25.38,19.97
29,10,2013,11.5,23.93,20.58
30,10,2013,1.08,26.99,20.45
31,10,2013,2.37,27.52,20.82
1,11,2013,0.42,27.86,20.19
2,11,2013,0.96,27.42,19.7
3,11,2013,1.17,27.37,19.97
4,11,2013,1.03,26.92,17.97
5,11,2013,0.23,27.38,18.13
6,11,2013,0.33,28.55,18.74
7,11,2013,3.7,26.64,21.27
8,11,2013,9.09,26.81,20.29
9,11,2013,3,24.12,20.38
10,11,2013,1.67,24.42,20.14
11,11,2013,1.24,25.41,20.32
12,11,2013,5.55,26.82,19.56
13,11,2013,0.79,27.18,20.13
14,11,2013,6.33,25.08,19.25
15,11,2013,11.4,25.66,18.94
16,11,2013,0.17,26.71,20.08
17,11,2013,0.51,27.34,19.5
18,11,2013,0.02,27.57,19.96
19,11,2013,0.98,27.41,17.96
20,11,2013,2.08,27.2,19.56
21,11,2013,1.94,26.81,19.55
22,11,2013,5.24,26.62,19.37
23,11,2013,1.48,26.32,19.65
24,11,2013,1.97,26.78,18.99
25,11,2013,0.58,27.06,18.31
26,11,2013,0.76,27.41,19.25
27,11,2013,2.82,26.73,19.26
28,11,2013,1.43,24.81,18.38
29,11,2013,5.57,25.78,18.9
30,11,2013,2.73,25.54,19.19
1,12,2013,0.27,26.3,18.21
2,12,2013,0.18,26.87,17.51
3,12,2013,0.06,27.76,18.74
4,12,2013,0,27.56,18.73
5,12,2013,0.13,27.39,17.79
6,12,2013,0.96,27.84,18.68
7,12,2013,7.45,26.9,20.16
8,12,2013,5.58,25.67,19.36
9,12,2013,4.54,25.95,18.56
10,12,2013,0.68,26.59,17.8
11,12,2013,0.81,27,17.22
12,12,2013,1.11,26.52,19.81
13,12,2013,0.82,25.77,19.4
14,12,2013,1.63,26.3,19.93
15,12,2013,2.14,25.69,19.37
16,12,2013,1.24,23.47,18.59
17,12,2013,2.59,25.16,17.62
18,12,2013,0.16,25.67,18.35
19,12,2013,0.78,25.78,19.05
20,12,2013,1.78,26.66,18.32
21,12,2013,2.09,26.69,18.04
22,12,2013,2.87,26.68,17.5
23,12,2013,2.31,26.54,18.49
24,12,2013,0.68,26.59,18.52
25,12,2013,0.02,26.32,17.83
26,12,2013,0.01,26.91,16.5
27,12,2013,1.13,26.8,15.91
28,12,2013,0.73,27.44,17.83
29,12,2013,1.18,27.86,19.41
30,12,2013,1.07,27.82,18.98
31,12,2013,0.47,27.39,19.24
1,1,2014,2.77,27.76,18.67
2,1,2014,3.24,26.65,17.18
3,1,2014,3.19,26.23,18.34
4,1,2014,2.53,27,18.33
5,1,2014,1.17,27.59,18.28
6,1,2014,5.5,26.62,18.54
7,1,2014,4,26.9,17.91
8,1,2014,5.17,26.25,18.74
9,1,2014,1.44,26.63,18.56
10,1,2014,1.53,27.22,17.23
11,1,2014,2.94,26.81,17.86
12,1,2014,1.88,26.53,17.94
13,1,2014,0.87,26.61,16.23
14,1,2014,0.57,26.93,17.86
15,1,2014,0.55,28.4,17.7
16,1,2014,0.6,24.94,16.66
17,1,2014,0.24,26.53,15.74
18,1,2014,1.22,26.13,17.41
19,1,2014,0.3,26.6,16.37
20,1,2014,0.01,26.8,17.97
21,1,2014,0.07,28.44,17.98
22,1,2014,0.26,27.09,18.26
23,1,2014,0.19,27.89,17.03
24,1,2014,0.37,27.87,19.01
25,1,2014,0.76,28.13,18.88
26,1,2014,0.34,27.98,18.33
27,1,2014,0.35,28.71,17.61
28,1,2014,1.62,28.43,17.56
29,1,2014,0.08,28.66,17.22
30,1,2014,0.15,28.8,17.52
31,1,2014,0.37,28.19,17.63
1,2,2014,0.59,27.79,17.46
2,2,2014,0.1,29.09,16.75
3,2,2014,0,29.63,17.44
4,2,2014,0,28.64,17.73
5,2,2014,0.24,29.75,18.67
6,2,2014,0.8,28.49,18.12
7,2,2014,0.25,28.86,17.52
8,2,2014,0.66,28.7,18.18
9,2,2014,0,29.48,18.5
10,2,2014,0,29.69,18.79
11,2,2014,0,30.19,18.82
12,2,2014,0.24,31.46,19.29
13,2,2014,0.66,31.59,19.77
14,2,2014,0.05,30.75,19.55
15,2,2014,0.03,30.8,19.4
16,2,2014,0.12,29.6,18.93
17,2,2014,0.27,29.69,18.58
18,2,2014,0.35,29.37,18.84
19,2,2014,0.08,30.32,18.39
20,2,2014,0.2,30.62,17.45
21,2,2014,1.23,30.24,17.62
22,2,2014,0.75,30.08,19.17
23,2,2014,0,30.61,17.95
24,2,2014,0.09,30.43,18.35
25,2,2014,0.91,29.63,17.12
26,2,2014,0.03,30.93,18.08
27,2,2014,0,32.23,17.67
28,2,2014,0,32.84,18.74
1,3,2014,0,31.31,18.86
2,3,2014,0.04,30.46,18.15
3,3,2014,0.16,31.15,18.43
4,3,2014,0.25,30.95,18.71
5,3,2014,0,30.98,19.58
6,3,2014,0.58,32.93,19.14
7,3,2014,4.47,30.6,19.47
8,3,2014,0.72,31.88,18.97
9,3,2014,0,32.16,19.42
10,3,2014,0,32.27,19.65
11,3,2014,0,32.62,19.98
12,3,2014,0,33.82,19.08
13,3,2014,0.01,32.87,19.28
14,3,2014,0,30.99,19.27
15,3,2014,0,31.85,19.31
16,3,2014,0,32.54,19.57
17,3,2014,0.18,34.49,19.33
18,3,2014,1.34,31.72,19.3
19,3,2014,0.02,32.55,19.52
20,3,2014,0.11,32.21,19.13
21,3,2014,0.02,32.69,18.87
22,3,2014,0,32.37,19.62
23,3,2014,0,32.97,19.34
24,3,2014,0.04,32.25,18.68
25,3,2014,0,33.99,18.88
26,3,2014,0.01,32.97,20.08
27,3,2014,0.05,31.62,19.64
28,3,2014,0,32.37,19.65
29,3,2014,0,33.24,17.64
30,3,2014,0.19,32.7,19.01
31,3,2014,0.4,32.43,19.74
1,4,2014,0,32.93,20.31
2,4,2014,0,32.87,19.85
3,4,2014,0,33.12,20.05
4,4,2014,0,34.4,19.83
5,4,2014,0,33.99,20.73
6,4,2014,0,33.51,20.49
7,4,2014,0,35.73,20.43
8,4,2014,0.57,36.78,21.97
9,4,2014,1.12,31.17,19.96
10,4,2014,0.02,30.87,18.08
11,4,2014,0.17,32.25,19.4
12,4,2014,0.21,31.18,18.68
13,4,2014,0.02,32.22,17.56
14,4,2014,0,33.63,18.32
15,4,2014,0.13,35.3,20.91
16,4,2014,0.12,31.96,21.85
17,4,2014,0,33.22,20.9
18,4,2014,0,32.76,21.24
19,4,2014,0.01,33.01,20.7
20,4,2014,0.01,33.76,21.09
21,4,2014,0,34.1,20.96
22,4,2014,0.03,34.34,21.06
23,4,2014,0.07,34.11,21.38
24,4,2014,0,33.79,21.1
25,4,2014,0,35.34,21.87
26,4,2014,0,34.46,22.27
27,4,2014,0,35.25,21.17
28,4,2014,0,36.19,22.57
29,4,2014,0.15,34.46,23.27
30,4,2014,1.09,32.88,23.34
1,5,2014,6.41,31.99,21.95
2,5,2014,5.17,30.75,20.57
3,5,2014,0.43,34.08,21.17
4,5,2014,1.06,34.5,22.01
5,5,2014,1.06,33.65,21.84
6,5,2014,1.68,33.94,20.87
7,5,2014,3.39,32.94,20.34
8,5,2014,2.66,34.14,19.72
9,5,2014,2.88,33.48,21.56
10,5,2014,1.18,34.16,20.72
11,5,2014,1.67,33.18,21.75
12,5,2014,1.6,33.44,20.14
13,5,2014,0.02,34.39,20.06
14,5,2014,0.08,34.31,21.23
15,5,2014,0.69,32.63,21.61
16,5,2014,1.14,32.29,21.83
17,5,2014,0.74,32.24,19.81
18,5,2014,0.69,32.03,21.27
19,5,2014,2.25,33.65,20.9
20,5,2014,4.96,33.11,20.75
21,5,2014,4.15,30.36,20.87
22,5,2014,8.21,30.33,20.01
23,5,2014,1.93,31.43,20.57
24,5,2014,0.92,32.35,20.45
25,5,2014,0,33.3,20.65
26,5,2014,0,33.11,21.23
27,5,2014,0.1,33.14,19.47
28,5,2014,0.77,33.65,21.35
29,5,2014,1.27,33.64,21.45
30,5,2014,4.68,29.13,21.93
31,5,2014,7.78,29.94,21.4
1,6,2014,13.57,26.75,21.18
2,6,2014,6.93,28.81,21.56
3,6,2014,7.38,31.43,21.25
4,6,2014,3.23,31.51,21.34
5,6,2014,1.31,28.93,20.33
6,6,2014,0.77,33.38,20.69
7,6,2014,0.59,33.05,20.98
8,6,2014,0.04,33.82,21.65
9,6,2014,0.46,33.49,21.03
10,6,2014,1.65,31.16,21.94
11,6,2014,2.09,29.96,21.82
12,6,2014,1.24,32.99,21.83
13,6,2014,2.2,31.88,22.16
14,6,2014,18.09,28.21,21.83
15,6,2014,31.81,27.05,20.03
16,6,2014,22.03,25.62,19.19
17,6,2014,7.23,25.81,19.87
18,6,2014,5.19,27.18,19.69
19,6,2014,0.88,28.08,20.85
20,6,2014,0.12,29.36,20.58
21,6,2014,2.98,28.67,20.74
22,6,2014,7.49,28.39,20.93
23,6,2014,6.75,27.02,21.32
24,6,2014,1.84,27.85,21
25,6,2014,0.2,29.38,20.38
26,6,2014,5.81,29.3,20.06
27,6,2014,4.73,28,21.05
28,6,2014,0.85,29.34,21.16
29,6,2014,6.84,29.42,20.46
30,6,2014,4.58,29.13,20.98
1,7,2014,5.43,28.93,20.54
2,7,2014,0.61,29.96,20.61
3,7,2014,4.47,26.51,21.29
4,7,2014,1.91,29.12,20.63
5,7,2014,1.99,29.83,20.07
6,7,2014,0.3,29.2,20.12
7,7,2014,1.26,29.96,19
8,7,2014,2.99,29.69,20.8
9,7,2014,0,29.84,20.66
10,7,2014,0.02,30.25,19.93
11,7,2014,0.14,30.86,20.38
12,7,2014,0.44,30.45,21.16
13,7,2014,5.64,26.93,21.28
14,7,2014,2.43,28.02,21.44
15,7,2014,0.02,31,21.08
16,7,2014,2,31.14,20.8
17,7,2014,9.12,29.96,21.08
18,7,2014,0,30.24,21.85
19,7,2014,0.37,29.16,21.34
20,7,2014,2.12,30.7,20.85
21,7,2014,1.18,30.61,21.46
22,7,2014,0.71,30.39,21.17
23,7,2014,0.72,30.69,21.31
24,7,2014,5.52,30.11,20.29
25,7,2014,2.51,29.87,21.32
26,7,2014,3.37,30.24,21.36
27,7,2014,1.67,28.9,21.29
28,7,2014,6.89,26.55,21.13
29,7,2014,0.83,29.91,19.08
30,7,2014,0.01,31,20.89
31,7,2014,0.06,31.38,20.98
1,8,2014,0.01,32.33,21.01
2,8,2014,0,32.68,20.77
3,8,2014,0.63,32.48,21.14
4,8,2014,3.03,30.6,20.56
5,8,2014,0.96,29.71,21.77
6,8,2014,3.05,31.44,20.44
7,8,2014,2.23,31.28,21
8,8,2014,0.84,29.6,21.54
9,8,2014,1.97,28.85,21
10,8,2014,5.2,29.4,21.19
11,8,2014,4.42,30.16,21.07
12,8,2014,2.8,30.88,20.95
13,8,2014,0.38,31.4,18.8
14,8,2014,2.54,28.05,21.33
15,8,2014,0.05,31.21,20.98
16,8,2014,0.66,28.96,20.67
17,8,2014,0.38,32.62,21.4
18,8,2014,0.43,31.11,21.44
19,8,2014,0.1,31.21,20.85
20,8,2014,0.53,30.26,18.67
21,8,2014,1.04,30.76,20.03
22,8,2014,1.31,31.26,20.33
23,8,2014,1.59,33.71,19.99
24,8,2014,4.94,33.7,21.17
25,8,2014,4.33,33,21.4
26,8,2014,12.67,31.65,21.72
27,8,2014,15.52,30.09,21.46
28,8,2014,6.8,28.31,20.21
29,8,2014,3.91,28.09,19.65
30,8,2014,7.7,28.4,20.05
31,8,2014,20.42,26.27,20.41
1,9,2014,2.57,28.5,20.47
2,9,2014,9.99,27.14,20.96
3,9,2014,10.64,27.13,20.94
4,9,2014,2.46,27.24,19.46
5,9,2014,3.26,26.14,18.96
6,9,2014,1.15,26.1,19.1
7,9,2014,3.76,28.37,19.68
8,9,2014,4.21,28.52,20.49
9,9,2014,1.07,28.55,20.7
10,9,2014,2.06,29.28,19.97
11,9,2014,7.46,28.59,20.2
12,9,2014,10.21,26.49,19.09
13,9,2014,13.97,27.79,20.15
14,9,2014,13.06,26.57,19.74
15,9,2014,4.22,27.51,19.01
16,9,2014,3.14,27.43,20.18
17,9,2014,1.31,28.83,19.38
18,9,2014,3.47,28.8,20.47
19,9,2014,28.66,28.51,20.16
20,9,2014,31.69,27.42,19.73
21,9,2014,2.92,27.99,20.37
22,9,2014,8.62,26.97,21.04
23,9,2014,15.34,26.77,20.53
24,9,2014,22.95,26.56,20.49
25,9,2014,6.55,25.21,20.99
26,9,2014,9.68,25.89,20.62
27,9,2014,12.56,27.1,20.62
28,9,2014,1.51,27.54,20.61
29,9,2014,4.17,27.94,20.66
30,9,2014,2.11,27.65,20.98
1,10,2014,0,28.1,20.64
2,10,2014,0,28.41,20.84
3,10,2014,0.2,28.87,20.52
4,10,2014,1.67,28.66,20.92
5,10,2014,0.08,28.74,19.67
6,10,2014,1.32,29.13,19.94
7,10,2014,6.97,26.95,21.24
8,10,2014,12.06,26.56,19.45
9,10,2014,11.48,24.04,19.2
10,10,2014,9.37,25.72,19.37
11,10,2014,10.29,24.96,20.12
12,10,2014,19.72,26.27,19.85
13,10,2014,8.11,26.26,19.4
14,10,2014,17.73,26.35,19.97
15,10,2014,7.04,26.53,19.64
16,10,2014,8.83,25.54,20.72
17,10,2014,9.41,26.6,19.75
18,10,2014,4.67,26.64,20.09
19,10,2014,11.3,26.45,20.24
20,10,2014,3.21,26.55,19.57
21,10,2014,3.13,25.83,20.6
22,10,2014,2.41,27.13,19.53
23,10,2014,0.49,27.8,20.1
24,10,2014,3.09,28.93,20.5
25,10,2014,11.21,25.66,21.15
26,10,2014,0.84,25.78,19.77
27,10,2014,2.25,24.51,17.91
28,10,2014,1.14,26.85,19.45
29,10,2014,9.2,26.75,19.62
30,10,2014,7.67,25.38,20.06
31,10,2014,2.24,26.48,19.1
1,11,2014,1.51,25.1,19.47
2,11,2014,0.63,25.77,19.55
3,11,2014,1.52,25.89,18.86
4,11,2014,2.09,26.88,20
5,11,2014,0.16,26.14,18.15
6,11,2014,0.01,25.58,16.61
7,11,2014,0.02,26.16,16.08
8,11,2014,0,26.02,16.42
9,11,2014,0.01,26.38,16.58
10,11,2014,0.24,27.19,16.33
11,11,2014,0.76,27.82,18.46
12,11,2014,1.76,27.35,18.82
13,11,2014,0.89,27.44,18.54
14,11,2014,0.1,26.29,18.37
15,11,2014,0.52,26.87,18.27
16,11,2014,0.64,27.4,19.09
17,11,2014,1.09,27.7,19.8
18,11,2014,3.08,25.39,20.52
19,11,2014,5.32,26.24,19.95
20,11,2014,3.6,26.39,19.62
21,11,2014,0.53,27.48,18.95
22,11,2014,1.45,27.25,19.84
23,11,2014,1.2,27.59,18.67
24,11,2014,2.94,28.86,19.7
25,11,2014,8.79,26.79,20.68
26,11,2014,5.8,26.5,20.23
27,11,2014,3.03,26.29,19.6
28,11,2014,1.53,26.37,19.22
29,11,2014,1.38,26.01,18.54
30,11,2014,2.27,26.63,18.65
1,12,2014,1.67,27.46,19.59
2,12,2014,1.31,25.61,19.43
3,12,2014,0.11,26.27,18.46
4,12,2014,0.02,26.55,18.08
5,12,2014,0.06,26.24,19.13
6,12,2014,0.36,27.85,19.99
7,12,2014,0.03,26.94,18.39
8,12,2014,0,25.95,16.66
9,12,2014,0.02,26.45,15.63
10,12,2014,1.52,26.14,15.95
11,12,2014,0.31,26.15,16.8
12,12,2014,0.01,26.22,16.39
13,12,2014,0.31,25.89,17.23
14,12,2014,0,26.62,16.22
15,12,2014,0,27.32,15.64
16,12,2014,0,27.43,16.24
17,12,2014,0.07,27.63,16.56
18,12,2014,0,28.59,17.09
19,12,2014,0.07,28.83,19.13
20,12,2014,0.38,27.79,18.66
21,12,2014,0.15,27.37,17.1
22,12,2014,0.03,27.66,16.81
23,12,2014,0,28.69,17.71
24,12,2014,0.51,30.94,18.85
25,12,2014,4.65,28.34,19.82
26,12,2014,2.14,25.7,18.75
27,12,2014,1.09,27.95,18.7
28,12,2014,0.12,28.72,19.45
29,12,2014,0.02,28.02,18.14
30,12,2014,0.12,27.62,17.17
31,12,2014,0.01,27.93,18.65
1,1,2015,0.64,27.93,18.53
2,1,2015,1.36,27.73,18.81
3,1,2015,1.87,28.94,20.08
4,1,2015,1.26,28.27,19.19
5,1,2015,2.43,27.19,19.26
6,1,2015,2.1,27.12,18.88
7,1,2015,0.47,26.68,18.17
8,1,2015,0.01,26.56,17.65
9,1,2015,0.04,27.05,18.04
10,1,2015,0.91,27.5,18.47
11,1,2015,0.16,28.74,18.4
12,1,2015,0.5,28.98,19.26
13,1,2015,0.11,29.5,19.56
14,1,2015,0.44,29.65,18.73
15,1,2015,0.8,29.05,19.29
16,1,2015,0.14,29.27,19.23
17,1,2015,0,28.4,17.53
18,1,2015,0.03,25.37,17.88
19,1,2015,0.11,27.5,17.67
20,1,2015,0,29.06,17.83
21,1,2015,0.05,29.36,18.02
22,1,2015,0.69,27.23,18.5
23,1,2015,0.57,28.82,18.14
24,1,2015,0.1,29.48,17.13
25,1,2015,0.5,28.59,18.1
26,1,2015,1.03,28.63,17.51
27,1,2015,0.52,27.73,17.48
28,1,2015,0.07,26.84,15.88
29,1,2015,0.17,27.33,15.4
30,1,2015,3.21,25.6,16.29
31,1,2015,0.01,28.38,17.52
1,2,2015,0.08,29.3,16.33
2,2,2015,0.13,29.65,17.67
3,2,2015,0,29.43,18.75
4,2,2015,0.01,28.88,17.33
5,2,2015,0.23,30.53,16.66
6,2,2015,1.95,29.65,18.13
7,2,2015,3.97,27.58,18.22
8,2,2015,0,29.15,16.81
9,2,2015,0.1,31.2,18.38
10,2,2015,0.79,27.02,19.63
11,2,2015,0.13,29.05,17.89
12,2,2015,0.49,30.19,17.02
13,2,2015,0.01,29.49,17.8
14,2,2015,0.01,27.56,16.56
15,2,2015,0,28.21,16.15
16,2,2015,0,30.09,15.11
17,2,2015,0,31.69,17.95
18,2,2015,0.04,32.15,19.17
19,2,2015,1.34,30.28,18.55
20,2,2015,0.19,27.64,17.31
21,2,2015,0.25,29.49,16.4
22,2,2015,1.41,29.86,18.88
23,2,2015,0.31,30.76,19.62
24,2,2015,0.42,30.46,19.24
25,2,2015,2.68,30.39,18.78
26,2,2015,0.04,32.1,18.77
27,2,2015,0.04,30.72,18.33
28,2,2015,0.31,29.96,18.59
1,3,2015,0.39,30.49,18.79
2,3,2015,0.8,30.3,18.83
3,3,2015,0.01,30.64,18.98
4,3,2015,0.34,30.4,17.97
5,3,2015,5.67,29.65,18.9
6,3,2015,1.25,29.79,19.25
7,3,2015,1.4,28.57,18.04
8,3,2015,0.78,29.29,17.58
9,3,2015,2.94,28.58,17.56
10,3,2015,0,31.03,17.84
11,3,2015,0.02,31.77,19.23
12,3,2015,0.08,31.9,20.35
13,3,2015,1.55,30.73,19.15
14,3,2015,3.91,28.77,17.8
15,3,2015,1.87,29.54,18.39
16,3,2015,0.73,29.25,17.96
17,3,2015,0.14,30.47,18.14
18,3,2015,0.08,31.32,18.29
19,3,2015,0.53,30.67,19.09
20,3,2015,0.02,31.61,17.48
21,3,2015,1.67,31.32,18.7
22,3,2015,0.45,31.69,18.45
23,3,2015,0.3,32.47,18.69
24,3,2015,0.54,31.54,19.36
25,3,2015,0,32.68,19
26,3,2015,0,33.57,18.89
27,3,2015,0.66,35.11,19.27
28,3,2015,0.65,31.21,19.85
29,3,2015,1.37,32.22,19.55
30,3,2015,4.43,31.08,19.08
31,3,2015,0.45,31.59,19.22
1,4,2015,2.79,30.85,19.36
2,4,2015,2.04,31.22,19.39
3,4,2015,0.61,32,19.9
4,4,2015,1.49,31.28,19.44
5,4,2015,0,31.66,19.84
6,4,2015,0.04,31.51,19.41
7,4,2015,1.25,30.82,18.85
8,4,2015,0.46,31.42,19.05
9,4,2015,0.29,31.91,19.41
10,4,2015,0.03,32.6,19.25
11,4,2015,0.56,33.06,19.74
12,4,2015,0,33.5,20.06
13,4,2015,0.3,33.57,21.01
14,4,2015,7.98,32.3,20.45
15,4,2015,0.48,32.83,20.41
16,4,2015,0.07,33.03,20.69
17,4,2015,0,33.06,20.69
18,4,2015,0,33.57,20.91
19,4,2015,0,34.45,20.9
20,4,2015,0,35.03,21.16
21,4,2015,0,35.12,21.13
22,4,2015,0,34.25,21.77
23,4,2015,0,34.42,20.85
24,4,2015,0,34.78,20.14
25,4,2015,0,34.72,20.58
26,4,2015,0,35.79,18.97
27,4,2015,0.08,36.71,21.79
28,4,2015,4.46,34.82,22.95
29,4,2015,0.7,35.58,23.45
30,4,2015,4.02,32.19,22.79
1,5,2015,13.22,31.9,21.51
2,5,2015,7.89,32.28,21.36
3,5,2015,4.55,30.24,20.26
4,5,2015,0,32.75,20.19
5,5,2015,0.16,32.98,20.44
6,5,2015,0.98,33.3,20.84
7,5,2015,3.13,33.36,21.22
8,5,2015,0.88,33.28,21.24
9,5,2015,0.05,33.23,21.56
10,5,2015,0.55,33.19,21.18
11,5,2015,0,33.4,20.96
12,5,2015,0,33.15,21.5
13,5,2015,0.86,33.63,21.56
14,5,2015,5.32,30.22,20.5
15,5,2015,3.6,29.91,20.36
16,5,2015,0,32.8,20.34
17,5,2015,0.49,30.35,21.12
18,5,2015,0.16,32.42,21.12
19,5,2015,0,31.44,20.36
20,5,2015,0,30.16,19.72
21,5,2015,1,33.33,19.93
22,5,2015,1.29,30.9,21.62
23,5,2015,1.78,31.82,21.07
24,5,2015,0,32.63,21.05
25,5,2015,0.08,32.87,21.16
26,5,2015,0.36,33.1,20.21
27,5,2015,0,33.52,20.13
28,5,2015,0,32.82,21.35
29,5,2015,0,33.88,21.24
30,5,2015,0.95,33.41,21.03
31,5,2015,3.7,30.79,21.35
1,6,2015,6.8,29.66,20.9
2,6,2015,4.29,30.47,21.21
3,6,2015,2.09,32.76,21.96
4,6,2015,9.7,29.9,22.22
5,6,2015,6.27,29.05,22.16
6,6,2015,6.29,29.77,21.77
7,6,2015,11.1,25.62,20.56
8,6,2015,8.92,25.81,19.64
9,6,2015,11.37,28.9,20.5
10,6,2015,24.19,25.57,20.29
11,6,2015,10.44,27.05,20.09
12,6,2015,10.61,25.84,20.67
13,6,2015,7.53,27.79,20.76
14,6,2015,1.46,26.55,21.38
15,6,2015,5,29.39,20.69
16,6,2015,3.76,29.41,21.32
17,6,2015,1.23,30.39,21.1
18,6,2015,6.8,29.19,21.35
19,6,2015,6.99,28.5,21.36
20,6,2015,0.45,29.19,21.74
21,6,2015,0.09,29.35,21.37
22,6,2015,0.16,27.41,20.17
23,6,2015,0.16,29.89,20.69
24,6,2015,0.88,29.78,21.36
25,6,2015,1.07,29.82,21.79
26,6,2015,0.61,30.73,22.02
27,6,2015,0.57,30.87,20.69
28,6,2015,3.39,30.45,21.14
29,6,2015,2.09,29.47,21.7
30,6,2015,0.2,30.67,21.61
1,7,2015,1.78,30.29,19.6
2,7,2015,2.12,30.1,20.57
3,7,2015,0.05,31.33,21.26
4,7,2015,1.47,29.32,20.99
5,7,2015,1.83,31.34,21.3
6,7,2015,3.29,30.2,20.83
7,7,2015,0.89,30.06,20.41
8,7,2015,7.11,29.3,19.92
9,7,2015,6.18,26.47,20.83
10,7,2015,6.68,27.44,20.51
11,7,2015,7.15,29.21,20.24
12,7,2015,5.65,29.84,19.93
13,7,2015,1.2,29.52,20.49
14,7,2015,0.34,28.13,20.1
15,7,2015,2.07,30.44,19.22
16,7,2015,4.34,29.54,20.71
17,7,2015,0.8,31.1,20.46
18,7,2015,9.52,30.75,20.54
19,7,2015,4.4,29.02,20.76
20,7,2015,1.07,29.99,20.04
21,7,2015,5.43,29.31,20.23
22,7,2015,2.53,30.41,19.57
23,7,2015,1.85,30.07,21.26
24,7,2015,6.04,26.94,21.51
25,7,2015,0.02,30.08,21.38
26,7,2015,0.29,30.86,20.03
27,7,2015,0.78,30.26,20.26
28,7,2015,0.46,31.46,21.39
29,7,2015,4.36,30.81,20.54
30,7,2015,8.43,27.21,20.48
